"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"32293_at"	"0.415894"	"1.16e-01"	"1.6429465"	"-4.88111"	"0.1562912"	"LHCGR"	"luteinizing hormone/choriogonadotropin receptor"
"1774_at"	"0.416181"	"1.16e-01"	"-1.6424047"	"-4.88189"	"-0.144165"	"MXD1"	"MAX dimerization protein 1"
"36886_f_at"	"0.416496"	"1.16e-01"	"1.6418147"	"-4.88274"	"0.1406183"	"KIR2DL5B///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
"35211_at"	"0.416496"	"1.16e-01"	"1.6416689"	"-4.88295"	"0.1926079"	"PPP2R3A"	"protein phosphatase 2 regulatory subunit B''alpha"
"31639_f_at"	"0.416822"	"1.16e-01"	"1.6410749"	"-4.88381"	"0.1694877"	"SOX1"	"SRY-box 1"
"1593_at"	"0.416855"	"1.16e-01"	"-1.6408734"	"-4.8841"	"-0.2649336"	"FGF2"	"fibroblast growth factor 2"
"34175_r_at"	"0.41692"	"1.16e-01"	"-1.6406287"	"-4.88445"	"-0.2034896"	""	""
"1357_at"	"0.417118"	"1.16e-01"	"-1.6402068"	"-4.88506"	"-0.1427061"	"USP4"	"ubiquitin specific peptidase 4"
"40757_at"	"0.417146"	"1.17e-01"	"-1.6400125"	"-4.88534"	"-0.5989496"	"GZMA"	"granzyme A"
"34792_at"	"0.417298"	"1.17e-01"	"-1.6396512"	"-4.88586"	"-0.1293907"	"AHCYL1"	"adenosylhomocysteinase like 1"
"761_g_at"	"0.417691"	"1.17e-01"	"1.6388356"	"-4.88704"	"0.1632467"	"DYRK2"	"dual specificity tyrosine phosphorylation regulated kinase 2"
"39346_at"	"0.417691"	"1.17e-01"	"-1.6388119"	"-4.88707"	"-0.2199024"	"KHDRBS1"	"KH RNA binding domain containing, signal transduction associated 1"
"39572_at"	"0.417823"	"1.17e-01"	"1.6384156"	"-4.88764"	"0.161486"	"GRIK2"	"glutamate ionotropic receptor kainate type subunit 2"
"40599_at"	"0.417823"	"1.17e-01"	"1.6383212"	"-4.88778"	"0.1685042"	"IL16"	"interleukin 16"
"1935_at"	"0.417828"	"1.17e-01"	"1.63801"	"-4.88823"	"0.1553899"	"MDM4"	"MDM4, p53 regulator"
"34151_at"	"0.417828"	"1.17e-01"	"1.6378489"	"-4.88846"	"0.0992694"	"CCDC9"	"coiled-coil domain containing 9"
"35131_at"	"0.417828"	"1.17e-01"	"1.6378158"	"-4.88851"	"0.1407214"	"IBSP"	"integrin binding sialoprotein"
"39163_at"	"0.417828"	"1.17e-01"	"-1.6375366"	"-4.88891"	"-0.1948199"	"KIDINS220"	"kinase D-interacting substrate 220kDa"
"35724_at"	"0.417828"	"1.17e-01"	"-1.6375269"	"-4.88892"	"-0.28665"	"PIR"	"pirin"
"2071_s_at"	"0.417922"	"1.17e-01"	"1.6372442"	"-4.88933"	"0.1534815"	"MAPK8"	"mitogen-activated protein kinase 8"
"39058_at"	"0.417967"	"1.17e-01"	"1.6370272"	"-4.88964"	"0.2219387"	"ABR"	"active BCR-related"
"531_at"	"0.418012"	"1.17e-01"	"-1.6368099"	"-4.88995"	"-0.4834648"	"GLIPR1"	"GLI pathogenesis related 1"
"33421_s_at"	"0.41817"	"1.17e-01"	"-1.6364417"	"-4.89048"	"-0.2845427"	"SC5D"	"sterol-C5-desaturase"
"1445_at"	"0.418445"	"1.17e-01"	"-1.6358584"	"-4.89132"	"-0.151434"	"CCRL2"	"C-C motif chemokine receptor like 2"
"33444_at"	"0.418445"	"1.17e-01"	"1.6356332"	"-4.89165"	"0.2009269"	"NBR1"	"NBR1, autophagy cargo receptor"
"35902_at"	"0.418445"	"1.17e-01"	"-1.6356041"	"-4.89169"	"-0.293115"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"
"35829_at"	"0.418568"	"1.18e-01"	"-1.6352834"	"-4.89215"	"-0.2625387"	"CADM1"	"cell adhesion molecule 1"
"41438_at"	"0.418735"	"1.18e-01"	"-1.6347468"	"-4.89292"	"-0.3406402"	"OSBPL8"	"oxysterol binding protein like 8"
"40306_at"	"0.418735"	"1.18e-01"	"-1.6344486"	"-4.89335"	"-0.2220957"	"KIAA1549///BRAF"	"KIAA1549///B-Raf proto-oncogene, serine/threonine kinase"
"32854_at"	"0.418735"	"1.18e-01"	"-1.6344103"	"-4.89341"	"-0.2186554"	"FBXW11"	"F-box and WD repeat domain containing 11"
"33124_at"	"0.418735"	"1.18e-01"	"-1.6342823"	"-4.89359"	"-0.1393432"	"VRK2"	"vaccinia related kinase 2"
"38929_at"	"0.418735"	"1.18e-01"	"1.634276"	"-4.8936"	"0.1248769"	""	""
"33147_at"	"0.418889"	"1.18e-01"	"1.6339137"	"-4.89412"	"0.1678012"	"ZFR"	"zinc finger RNA binding protein"
"34091_s_at"	"0.419634"	"1.18e-01"	"-1.6326976"	"-4.89587"	"-0.3558112"	"VIM"	"vimentin"
"41864_at"	"0.419634"	"1.18e-01"	"1.6325897"	"-4.89602"	"0.1768169"	"STX2"	"syntaxin 2"
"401_s_at"	"0.419634"	"1.18e-01"	"1.6324537"	"-4.89622"	"0.2640786"	"HLF"	"HLF, PAR bZIP transcription factor"
"32404_at"	"0.419856"	"1.18e-01"	"1.6320018"	"-4.89687"	"0.2886226"	"CNGA3"	"cyclic nucleotide gated channel alpha 3"
"1598_g_at"	"0.419879"	"1.18e-01"	"1.6317222"	"-4.89727"	"0.1737799"	"GAS6"	"growth arrest specific 6"
"40145_at"	"0.419879"	"1.18e-01"	"-1.6316569"	"-4.89736"	"-0.354433"	"TOP2A"	"topoisomerase (DNA) II alpha"
"35867_at"	"0.420043"	"1.18e-01"	"1.6312828"	"-4.8979"	"0.2245194"	"SLC22A2"	"solute carrier family 22 member 2"
"35290_at"	"0.420049"	"1.18e-01"	"-1.6311175"	"-4.89814"	"-0.3346317"	"YTHDF3"	"YTH N6-methyladenosine RNA binding protein 3"
"34357_g_at"	"0.420051"	"1.18e-01"	"1.6309584"	"-4.89837"	"0.2340661"	"LOC101928625///MED21"	"uncharacterized LOC101928625///mediator complex subunit 21"
"38632_at"	"0.420574"	"1.19e-01"	"1.6300357"	"-4.89969"	"0.1559307"	"DNAJB5"	"DnaJ heat shock protein family (Hsp40) member B5"
"38385_at"	"0.420574"	"1.19e-01"	"-1.6299289"	"-4.89984"	"-0.1797123"	"DSTN"	"destrin, actin depolymerizing factor"
"1043_s_at"	"0.420574"	"1.19e-01"	"1.6297951"	"-4.90004"	"0.210844"	"RAD52"	"RAD52 homolog, DNA repair protein"
"35597_at"	"0.421033"	"1.19e-01"	"1.6289639"	"-4.90123"	"0.1189937"	"TRIB1"	"tribbles pseudokinase 1"
"41350_at"	"0.421033"	"1.19e-01"	"1.6286695"	"-4.90165"	"0.1430893"	"COL6A1"	"collagen type VI alpha 1 chain"
"39078_at"	"0.421033"	"1.19e-01"	"1.6286166"	"-4.90173"	"0.2790945"	"SEPHS2"	"selenophosphate synthetase 2"
"1606_at"	"0.421033"	"1.19e-01"	"-1.6285603"	"-4.90181"	"-0.1453523"	"EPHA4"	"EPH receptor A4"
"34036_at"	"0.421201"	"1.19e-01"	"1.6280264"	"-4.90257"	"0.2219654"	"UHRF2"	"ubiquitin like with PHD and ring finger domains 2"
"33373_at"	"0.421201"	"1.19e-01"	"-1.6280237"	"-4.90258"	"-0.2758452"	"FUBP1"	"far upstream element binding protein 1"
"39746_at"	"0.421318"	"1.19e-01"	"-1.6277135"	"-4.90302"	"-0.2074279"	"POLR2B"	"RNA polymerase II subunit B"
"37792_s_at"	"0.421605"	"1.19e-01"	"1.6271758"	"-4.90379"	"0.1132085"	"RAD51D"	"RAD51 paralog D"
"36366_at"	"0.42185"	"1.19e-01"	"-1.6266747"	"-4.90451"	"-0.2028827"	"B4GALT6"	"beta-1,4-galactosyltransferase 6"
"41287_s_at"	"0.42185"	"1.19e-01"	"1.6265398"	"-4.9047"	"0.2066633"	"CALM1"	"calmodulin 1"
"33509_at"	"0.422136"	"1.20e-01"	"1.6257112"	"-4.90589"	"0.2958376"	"GRM1"	"glutamate metabotropic receptor 1"
"38380_at"	"0.422136"	"1.20e-01"	"-1.6256991"	"-4.90591"	"-0.1934048"	"POP4"	"POP4 homolog, ribonuclease P/MRP subunit"
"37700_at"	"0.422136"	"1.20e-01"	"-1.6254994"	"-4.90619"	"-0.1560161"	"BLMH"	"bleomycin hydrolase"
"34749_at"	"0.422136"	"1.20e-01"	"-1.6254174"	"-4.90631"	"-0.1910289"	"SLC31A2"	"solute carrier family 31 member 2"
"40691_at"	"0.422136"	"1.20e-01"	"1.62531"	"-4.90647"	"0.1093792"	"ZNF274"	"zinc finger protein 274"
"32850_at"	"0.422136"	"1.20e-01"	"-1.6252236"	"-4.90659"	"-0.3448521"	"NUP153"	"nucleoporin 153"
"33199_at"	"0.422198"	"1.20e-01"	"1.6248777"	"-4.90708"	"0.237663"	"ATP8A2"	"ATPase phospholipid transporting 8A2"
"38796_at"	"0.422198"	"1.20e-01"	"-1.6244882"	"-4.90764"	"-0.5064588"	"C1QB"	"complement C1q B chain"
"38288_at"	"0.422198"	"1.20e-01"	"1.6244737"	"-4.90766"	"0.5382136"	"SNAI2"	"snail family transcriptional repressor 2"
"39453_at"	"0.422198"	"1.20e-01"	"1.6244168"	"-4.90774"	"0.1181186"	""	""
"33704_at"	"0.422198"	"1.20e-01"	"1.6243612"	"-4.90782"	"0.1474143"	"URB1"	"URB1 ribosome biogenesis 1 homolog (S. cerevisiae)"
"33127_at"	"0.422256"	"1.20e-01"	"-1.6237831"	"-4.90865"	"-0.2760482"	"LOXL2"	"lysyl oxidase like 2"
"35035_at"	"0.422256"	"1.20e-01"	"1.6237661"	"-4.90868"	"0.1398812"	"CHRNB3"	"cholinergic receptor nicotinic beta 3 subunit"
"860_at"	"0.422256"	"1.20e-01"	"-1.6237287"	"-4.90873"	"-0.1756492"	"MSH2"	"mutS homolog 2"
"32570_at"	"0.422256"	"1.20e-01"	"1.6236608"	"-4.90883"	"0.6363708"	"HPGD"	"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"33451_s_at"	"0.422309"	"1.20e-01"	"-1.6234359"	"-4.90915"	"-0.1674365"	"RPL22"	"ribosomal protein L22"
"35721_at"	"0.422602"	"1.20e-01"	"1.6228528"	"-4.90998"	"0.5053511"	"HSD3B1"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
"34205_at"	"0.422602"	"1.20e-01"	"1.6227359"	"-4.91015"	"0.1969794"	""	""
"31916_at"	"0.4234"	"1.20e-01"	"1.6215253"	"-4.91188"	"0.1351467"	"KLRA1P"	"killer cell lectin like receptor A1, pseudogene"
"35019_at"	"0.423558"	"1.21e-01"	"1.6211619"	"-4.9124"	"0.2489767"	"ZNF254"	"zinc finger protein 254"
"38256_s_at"	"0.4237"	"1.21e-01"	"-1.6206936"	"-4.91307"	"-0.2321765"	"NGDN"	"neuroguidin"
"37676_at"	"0.4237"	"1.21e-01"	"1.6206626"	"-4.91311"	"0.289611"	"PDE8A"	"phosphodiesterase 8A"
"40884_g_at"	"0.423706"	"1.21e-01"	"1.6204995"	"-4.91335"	"0.1606575"	"STX16"	"syntaxin 16"
"32981_at"	"0.423892"	"1.21e-01"	"1.6200987"	"-4.91392"	"0.1241052"	"SLC9A3"	"solute carrier family 9 member A3"
"33948_at"	"0.4239"	"1.21e-01"	"1.6198958"	"-4.91421"	"0.164895"	"CRHR2"	"corticotropin releasing hormone receptor 2"
"38507_at"	"0.4239"	"1.21e-01"	"1.6197767"	"-4.91438"	"0.1667935"	"LOC101929829///CYP2D6"	"cytochrome P450 family 2 subfamily D member 6 pseudogene///cytochrome P450 family 2 subfamily D member 6"
"31417_at"	"0.423981"	"1.21e-01"	"1.6195144"	"-4.91475"	"0.1082104"	"HCRT"	"hypocretin neuropeptide precursor"
"36815_at"	"0.424366"	"1.21e-01"	"-1.6186314"	"-4.91602"	"-0.1668542"	"ADD2"	"adducin 2"
"41805_g_at"	"0.424366"	"1.21e-01"	"1.6184275"	"-4.91631"	"0.1889808"	"C11orf80"	"chromosome 11 open reading frame 80"
"40708_at"	"0.424366"	"1.21e-01"	"-1.6183434"	"-4.91643"	"-0.2094502"	"MPHOSPH9"	"M-phase phosphoprotein 9"
"35070_at"	"0.424366"	"1.21e-01"	"1.6182819"	"-4.91651"	"0.1966802"	"RLN1"	"relaxin 1"
"31942_at"	"0.424366"	"1.21e-01"	"1.6181019"	"-4.91677"	"0.1214735"	"TULP3"	"tubby like protein 3"
"36839_at"	"0.424366"	"1.21e-01"	"-1.6179574"	"-4.91698"	"-0.1309289"	"CDC6"	"cell division cycle 6"
"36484_at"	"0.424366"	"1.21e-01"	"-1.6179193"	"-4.91703"	"-0.4529138"	"GALNT3"	"polypeptide N-acetylgalactosaminyltransferase 3"
"1426_at"	"0.42461"	"1.21e-01"	"-1.6171111"	"-4.91818"	"-0.1649886"	"SLA"	"Src-like-adaptor"
"32344_r_at"	"0.42461"	"1.21e-01"	"1.6171012"	"-4.9182"	"0.2017354"	"KCNA4"	"potassium voltage-gated channel subfamily A member 4"
"525_g_at"	"0.42461"	"1.21e-01"	"-1.6170405"	"-4.91829"	"-0.1906748"	"PMS1"	"PMS1 homolog 1, mismatch repair system component"
"38814_at"	"0.42461"	"1.21e-01"	"-1.6167528"	"-4.9187"	"-0.390802"	"ATP6V1G1"	"ATPase H+ transporting V1 subunit G1"
"36433_at"	"0.42461"	"1.21e-01"	"1.6167419"	"-4.91871"	"0.1794971"	"GLRA3"	"glycine receptor alpha 3"
"37719_at"	"0.42461"	"1.22e-01"	"-1.6166669"	"-4.91882"	"-0.2273418"	"MLF2"	"myeloid leukemia factor 2"
"37781_at"	"0.424618"	"1.22e-01"	"1.6164066"	"-4.91919"	"0.1865392"	"NRXN2"	"neurexin 2"
"39933_at"	"0.424618"	"1.22e-01"	"-1.6163467"	"-4.91927"	"-0.1171473"	"DUSP7"	"dual specificity phosphatase 7"
"37126_at"	"0.424742"	"1.22e-01"	"-1.6159835"	"-4.91979"	"-0.2738256"	"TRIM21"	"tripartite motif containing 21"
"36139_at"	"0.424742"	"1.22e-01"	"1.6158724"	"-4.91995"	"0.131726"	"TRAF3IP2"	"TRAF3 interacting protein 2"
"31483_g_at"	"0.425562"	"1.22e-01"	"1.614638"	"-4.92171"	"0.193029"	"CELP///CEL"	"carboxyl ester lipase pseudogene///carboxyl ester lipase"
"32763_r_at"	"0.425914"	"1.22e-01"	"1.6140199"	"-4.92259"	"0.6193733"	"RAB3GAP2///AURKAPS1"	"RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1"
"39324_at"	"0.425976"	"1.22e-01"	"-1.6137835"	"-4.92293"	"-0.4304957"	"PGAP1"	"post-GPI attachment to proteins 1"
"34558_at"	"0.426248"	"1.22e-01"	"1.6132708"	"-4.92366"	"0.1847962"	"OPRL1"	"opioid related nociceptin receptor 1"
"241_g_at"	"0.427229"	"1.23e-01"	"-1.6118266"	"-4.92571"	"-0.1859286"	"SRM"	"spermidine synthase"
"32379_f_at"	"0.427296"	"1.23e-01"	"-1.6114906"	"-4.92619"	"-0.1270426"	"PKM"	"pyruvate kinase, muscle"
"33980_at"	"0.427296"	"1.23e-01"	"1.6113382"	"-4.92641"	"0.1731398"	"PFKFB1"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"37312_at"	"0.427296"	"1.23e-01"	"-1.6112481"	"-4.92654"	"-0.2073694"	"SERTAD2"	"SERTA domain containing 2"
"41677_at"	"0.427296"	"1.23e-01"	"-1.611062"	"-4.9268"	"-0.1977824"	"IL15RA"	"interleukin 15 receptor subunit alpha"
"35421_at"	"0.427296"	"1.23e-01"	"1.6108709"	"-4.92707"	"0.1504158"	"LNPEP"	"leucyl and cystinyl aminopeptidase"
"33602_at"	"0.427296"	"1.23e-01"	"1.6107594"	"-4.92723"	"0.119577"	"S1PR4"	"sphingosine-1-phosphate receptor 4"
"39664_at"	"0.427296"	"1.23e-01"	"1.610641"	"-4.9274"	"0.1330327"	"ERCC8"	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"41073_at"	"0.427296"	"1.23e-01"	"-1.6102825"	"-4.92791"	"-0.1728787"	"LGR5"	"leucine rich repeat containing G protein-coupled receptor 5"
"1477_s_at"	"0.427296"	"1.23e-01"	"1.610257"	"-4.92795"	"0.1923008"	"CYP2C18"	"cytochrome P450 family 2 subfamily C member 18"
"891_at"	"0.427296"	"1.23e-01"	"-1.6101928"	"-4.92804"	"-0.220969"	"YY1"	"YY1 transcription factor"
"33275_at"	"0.427886"	"1.23e-01"	"1.6092637"	"-4.92936"	"0.1762204"	"ELK1"	"ELK1, ETS transcription factor"
"37408_at"	"0.42793"	"1.23e-01"	"-1.6088895"	"-4.92989"	"-0.1136698"	"MRC2"	"mannose receptor C type 2"
"1905_s_at"	"0.42793"	"1.23e-01"	"1.6088369"	"-4.92997"	"0.1511986"	"RB1"	"RB transcriptional corepressor 1"
"36594_s_at"	"0.42793"	"1.23e-01"	"-1.6087425"	"-4.9301"	"-0.1596521"	"EXT2"	"exostosin glycosyltransferase 2"
"34322_r_at"	"0.427994"	"1.23e-01"	"-1.608504"	"-4.93044"	"-0.4797329"	"FAM3C"	"family with sequence similarity 3 member C"
"38871_at"	"0.427994"	"1.23e-01"	"-1.6083502"	"-4.93066"	"-0.5893905"	"BCL10"	"B-cell CLL/lymphoma 10"
"41666_at"	"0.428415"	"1.24e-01"	"1.6075737"	"-4.93176"	"0.1607742"	"HSPA12A"	"heat shock protein family A (Hsp70) member 12A"
"35294_at"	"0.428415"	"1.24e-01"	"-1.6074891"	"-4.93188"	"-0.3081919"	"TROVE2"	"TROVE domain family member 2"
"40714_at"	"0.428835"	"1.24e-01"	"1.6066611"	"-4.93306"	"0.1712633"	"CTRC"	"chymotrypsin C"
"32093_at"	"0.428835"	"1.24e-01"	"1.6066305"	"-4.9331"	"0.1622535"	"CHD5"	"chromodomain helicase DNA binding protein 5"
"32852_at"	"0.428885"	"1.24e-01"	"1.6064117"	"-4.93341"	"0.1618085"	"TXN2"	"thioredoxin 2"
"31837_at"	"0.428911"	"1.24e-01"	"-1.6062227"	"-4.93368"	"-0.142072"	"LMF2"	"lipase maturation factor 2"
"31863_at"	"0.428945"	"1.24e-01"	"-1.6060222"	"-4.93396"	"-0.3465658"	"RRP1B"	"ribosomal RNA processing 1B"
"37737_at"	"0.428945"	"1.24e-01"	"-1.6058708"	"-4.93418"	"-0.177991"	"PCMT1"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"36623_at"	"0.429129"	"1.24e-01"	"1.6054752"	"-4.93474"	"0.1760021"	"ALPL"	"alkaline phosphatase, liver/bone/kidney"
"37673_at"	"0.429329"	"1.24e-01"	"-1.605021"	"-4.93538"	"-0.2171549"	"NSMAF"	"neutral sphingomyelinase activation associated factor"
"1555_f_at"	"0.429329"	"1.24e-01"	"-1.6049059"	"-4.93555"	"-0.1517077"	"CYP2A7///CYP2A6"	"cytochrome P450 family 2 subfamily A member 7///cytochrome P450 family 2 subfamily A member 6"
"33703_f_at"	"0.429364"	"1.24e-01"	"1.6046183"	"-4.93595"	"1.0922143"	"PCK1"	"phosphoenolpyruvate carboxykinase 1"
"720_at"	"0.429364"	"1.24e-01"	"1.6045514"	"-4.93605"	"0.1290819"	"HSF4"	"heat shock transcription factor 4"
"41121_at"	"0.429366"	"1.24e-01"	"1.6043522"	"-4.93633"	"0.188964"	"STX16"	"syntaxin 16"
"34922_at"	"0.429366"	"1.24e-01"	"-1.604241"	"-4.93649"	"-0.1368285"	"CDH19"	"cadherin 19"
"35787_at"	"0.429368"	"1.24e-01"	"-1.6040849"	"-4.93671"	"-0.2409654"	"DYNC1I2"	"dynein cytoplasmic 1 intermediate chain 2"
"39404_s_at"	"0.429398"	"1.24e-01"	"-1.6037948"	"-4.93712"	"-0.1445532"	"UPF1"	"UPF1, RNA helicase and ATPase"
"39243_s_at"	"0.429398"	"1.24e-01"	"-1.6037379"	"-4.9372"	"-0.2661861"	"PSIP1"	"PC4 and SFRS1 interacting protein 1"
"32326_at"	"0.429477"	"1.24e-01"	"1.6034813"	"-4.93757"	"0.1538596"	"TRIM52"	"tripartite motif containing 52"
"1054_at"	"0.429593"	"1.24e-01"	"-1.6030562"	"-4.93817"	"-0.253338"	"RFC4"	"replication factor C subunit 4"
"33800_at"	"0.429593"	"1.25e-01"	"1.6030217"	"-4.93822"	"0.1811067"	"ADCY9"	"adenylate cyclase 9"
"40968_at"	"0.429668"	"1.25e-01"	"1.6027695"	"-4.93858"	"0.1313321"	"SOCS3"	"suppressor of cytokine signaling 3"
"1348_s_at"	"0.430018"	"1.25e-01"	"-1.6021592"	"-4.93944"	"-0.4674321"	"PCCA"	"propionyl-CoA carboxylase alpha subunit"
"34756_g_at"	"0.430088"	"1.25e-01"	"-1.6019138"	"-4.93979"	"-0.1899906"	"PARP2"	"poly(ADP-ribose) polymerase 2"
"697_f_at"	"0.430201"	"1.25e-01"	"1.6016127"	"-4.94021"	"0.1329505"	"CGB1///LHB"	"chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide"
"33324_s_at"	"0.430293"	"1.25e-01"	"-1.6013379"	"-4.9406"	"-0.2707892"	"CDK1"	"cyclin dependent kinase 1"
"32328_at"	"0.430707"	"1.25e-01"	"1.6006437"	"-4.94159"	"0.1107483"	"KRT85"	"keratin 85"
"35379_at"	"0.430783"	"1.25e-01"	"1.6003908"	"-4.94194"	"0.1194339"	"COL9A1"	"collagen type IX alpha 1 chain"
"40019_at"	"0.430961"	"1.25e-01"	"-1.600006"	"-4.94249"	"-0.5500876"	"EVI2B"	"ecotropic viral integration site 2B"
"35120_at"	"0.431071"	"1.25e-01"	"1.5996235"	"-4.94303"	"0.1609551"	"LINC00837"	"long intergenic non-protein coding RNA 837"
"889_at"	"0.431071"	"1.25e-01"	"-1.5995555"	"-4.94313"	"-0.1876413"	"ITGB8"	"integrin subunit beta 8"
"252_at"	"0.43115"	"1.25e-01"	"1.5992983"	"-4.94349"	"0.1600757"	"GPR18"	"G protein-coupled receptor 18"
"174_s_at"	"0.431152"	"1.25e-01"	"-1.5990759"	"-4.9438"	"-0.2030443"	"ITSN2"	"intersectin 2"
"1073_at"	"0.431152"	"1.25e-01"	"-1.5989887"	"-4.94393"	"-0.2154842"	"TCEA1"	"transcription elongation factor A1"
"41709_at"	"0.431656"	"1.26e-01"	"1.5981788"	"-4.94507"	"0.1579905"	"PPFIBP2"	"PPFIA binding protein 2"
"41092_at"	"0.431713"	"1.26e-01"	"1.5978768"	"-4.9455"	"0.1921156"	"LDHC"	"lactate dehydrogenase C"
"32058_at"	"0.431713"	"1.26e-01"	"1.59765"	"-4.94582"	"0.1311396"	"CHST10"	"carbohydrate sulfotransferase 10"
"37485_at"	"0.431713"	"1.26e-01"	"1.5975481"	"-4.94596"	"0.2910262"	"SLC27A2"	"solute carrier family 27 member 2"
"38893_at"	"0.431713"	"1.26e-01"	"-1.5974911"	"-4.94604"	"-0.325801"	"NCF4"	"neutrophil cytosolic factor 4"
"35504_at"	"0.431911"	"1.26e-01"	"1.5970796"	"-4.94663"	"0.1238113"	"ARID1A"	"AT-rich interaction domain 1A"
"34902_at"	"0.431915"	"1.26e-01"	"1.596922"	"-4.94685"	"0.1441706"	""	""
"35428_g_at"	"0.432291"	"1.26e-01"	"1.5962781"	"-4.94776"	"0.1207256"	"DRC3"	"dynein regulatory complex subunit 3"
"37372_at"	"0.432337"	"1.26e-01"	"1.5959159"	"-4.94827"	"0.1065894"	"SMPD1"	"sphingomyelin phosphodiesterase 1"
"36620_at"	"0.432337"	"1.26e-01"	"-1.5959118"	"-4.94828"	"-0.2800179"	"SOD1"	"superoxide dismutase 1, soluble"
"36039_s_at"	"0.432341"	"1.26e-01"	"1.5957459"	"-4.94851"	"0.1475613"	"SH3BGR"	"SH3 domain binding glutamate rich protein"
"34313_at"	"0.432341"	"1.26e-01"	"1.5953449"	"-4.94908"	"0.1669473"	"NCOA2"	"nuclear receptor coactivator 2"
"37793_r_at"	"0.432341"	"1.26e-01"	"-1.5952859"	"-4.94916"	"-0.2507571"	"RAD51D"	"RAD51 paralog D"
"39054_at"	"0.432341"	"1.26e-01"	"1.5952601"	"-4.9492"	"0.1113883"	"GSTM4///GSTM2///GSTM1"	"glutathione S-transferase mu 4///glutathione S-transferase mu 2 (muscle)///glutathione S-transferase mu 1"
"34027_f_at"	"0.432341"	"1.26e-01"	"1.5951425"	"-4.94936"	"0.253843"	"HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I"	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
"31555_at"	"0.4326"	"1.26e-01"	"-1.5946523"	"-4.95005"	"-0.3480777"	"HOXB1"	"homeobox B1"
"33087_s_at"	"0.432616"	"1.26e-01"	"1.5944792"	"-4.9503"	"0.1605876"	"KCNH1"	"potassium voltage-gated channel subfamily H member 1"
"2018_at"	"0.432819"	"1.27e-01"	"1.5940618"	"-4.95089"	"0.1381276"	"GJA1"	"gap junction protein alpha 1"
"38955_at"	"0.433092"	"1.27e-01"	"1.5935531"	"-4.95161"	"0.2109948"	"AVPR1A"	"arginine vasopressin receptor 1A"
"41719_i_at"	"0.434014"	"1.27e-01"	"-1.5921109"	"-4.95364"	"-0.279885"	"MIR1908///FADS1"	"microRNA 1908///fatty acid desaturase 1"
"31701_r_at"	"0.434014"	"1.27e-01"	"1.5920486"	"-4.95373"	"0.1581302"	"HAB1"	"B1 for mucin"
"40371_at"	"0.434033"	"1.27e-01"	"1.5918716"	"-4.95398"	"0.138641"	"DRD2"	"dopamine receptor D2"
"32517_at"	"0.434069"	"1.27e-01"	"1.5916723"	"-4.95426"	"0.1985614"	"CAPN7"	"calpain 7"
"1247_g_at"	"0.434341"	"1.27e-01"	"1.5910817"	"-4.95509"	"0.1441825"	"PTPRS"	"protein tyrosine phosphatase, receptor type S"
"40898_at"	"0.434341"	"1.27e-01"	"1.5909571"	"-4.95527"	"0.1947294"	"SQSTM1"	"sequestosome 1"
"32361_s_at"	"0.434341"	"1.27e-01"	"1.5907614"	"-4.95554"	"0.1786871"	"TOP3B"	"topoisomerase (DNA) III beta"
"33528_at"	"0.434341"	"1.27e-01"	"-1.5907084"	"-4.95562"	"-0.1482776"	"FAM30A"	"family with sequence similarity 30, member A"
